day,report_confidence,agent_count,execution_order,cow_count,milk_l,dmi_kg,cow_ration_coverage_fraction,manure_kg,enteric_ch4_kg,milk_protein_nitrogen_kg,nitrogen_use_efficiency,milk_revenue,feed_cost,purchased_feed_kg_dm,irrigation_l,ration_crude_protein_kg,ration_metabolizable_protein_kg,ration_nitrogen_kg,feed_loop_offset_kg,water_loop_offset_l,new_disease_cases,active_disease_cases,disease_economic_cost,days_to_herd_immunity,milk_price_per_l,digester_kg,compost_kg,storage_kg,feedstock_tons,electricity_generated_kwh,net_kwh,energy_value,biogas_volume_m3,biogas_gross_kwh,heat_generated_mj,energy_self_sufficiency_pct,carbon_credits_earned,net_water_l,water_cost,freshwater_withdrawal_l,recycled_irrigation_l,recycled_irrigation_fraction,gross_kg_co2e,avoided_kg_co2e,net_kg_co2e,energy_offset_kg_co2e,fertilizer_offset_kg_co2e,kg_co2e_per_l_milk,kg_co2e_per_kg_milk_protein,circularity_score,input_circularity,output_circularity,environment_nue,material_use_count,material_cycle_count,soil_carbon_delta_kg,synthetic_fertilizer_saved_kg,sustainability_score_0_100,total_revenue,total_cost,profit,manager_recommendation,policy_conflict_count,automatic_policy_action_count,processor_enabled,milk_processed_l,processor_revenue,processing_energy_kwh,whey_l,scotta_l,processor_residual_energy_kg,cooling_cost,processing_energy_cost,cash_balance,roi_circular_investment,payback_period_years,land_owner
2026-01-01,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2907.9375380425977,2255.69136493058,1.0,6151.885540719766,41.3008758455151,15.353910200864917,0.2726191441914935,1221.333765977891,0.0,0.0,96000.0,352.0,225.28,56.32,0.0,0.0,0,0,0.0,,0.42,2768.3484933238947,2153.159939251918,1230.3771081439534,2.823599306546704,213.01910832421908,213.01910832421908,12.0,53.15229107181878,120.82366197281559,,100.0,0.0,106670.0,106.67,106670.0,630.0,0.0065625,1252.0818168810913,1009.5047572465446,242.57705963454669,38.0,0.0,0.08341893746377754,2.527846589811441,0.7135168000000001,0.01378978242787725,0.5838971583220568,0.2726191441914935,3,3,264.71519271023016,0.0,75.06144862252094,1579.8799522302727,738.0757254108601,841.8042268194126,maintain_current_policy,0,0,True,2907.9375380425977,1549.9307077767048,232.6350030434078,1074.48292030674,0.0,0.0,3.489525045651117,27.916200365208937,841.8042268194126,,,land
2026-01-02,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2903.940576051749,2221.4818598672714,1.0,6058.586890547099,40.68451576724683,15.332806241553236,0.2655229137826246,1219.6550419417345,0.0,0.0,95559.0,360.91061838889283,230.9827957688914,57.74569894222285,645.1091620478878,441.0,0,0,0.0,,0.42,2726.3641007461947,2120.5054116914844,1211.7173781094198,2.7815389716911776,209.84597571791448,209.84597571791448,12.0,52.34619073432694,118.99126692964262,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1275.2049857820782,1155.7123387596998,119.49264702237838,38.0,160.0,0.04114844773609066,1.2469226586694138,0.7138589677461336,0.6968267707401515,0.5838971583220569,0.2655229137826246,4,4,260.95704053397816,32.0,79.08335174634348,1577.7249002412618,737.5915582213589,840.1333420199029,maintain_current_policy,0,0,True,2903.940576051749,1547.8003270355823,232.31524608413991,1073.0060428511213,0.0,0.0,3.4847286912620987,27.87782953009679,1681.9375688393156,,,land
2026-01-03,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2899.744230036145,2330.25327831225,1.0,6355.236213578868,42.68642721303337,15.310649534590846,0.26922220624420873,1217.8925766151808,0.0,0.0,95559.0,355.4370975787634,227.4797424504086,56.86993561260215,641.252958309597,441.0,0,0,0.0,,0.42,2859.856296110491,2224.3326747526035,1271.0472427157738,2.9149514364811777,219.9109322515876,219.9109322515876,12.0,54.90924088532142,124.81749001087725,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1372.7660213847064,1201.0762846270995,171.68973675760685,38.0,160.0,0.05920857949442898,1.79419937861906,0.7136487845470245,0.7074109274309297,0.5838971583220568,0.26922220624420873,4,4,273.31778872673016,32.0,77.81618854103806,1575.4623458691633,737.5462376843903,837.916108184773,maintain_current_policy,0,0,True,2899.744230036145,1545.5636746092653,231.9795384028916,1071.4554929983556,0.0,0.0,3.479693076043374,27.83754460834699,2519.8536770240885,,,land
2026-01-04,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2890.3777731198893,2245.1862398275152,1.0,6123.235199529583,41.13701913656028,15.261194642073017,0.2558264465302022,1213.9586647103536,0.0,0.0,95559.0,372.84052452996,238.6179356991744,59.6544839247936,651.0154646746026,441.0,1,1,110.0,,0.42,2755.4558397883125,2143.132319835354,1224.6470399059167,2.8103730174775907,212.02128533375142,212.02128533375142,12.0,52.904752123935594,120.26096633804545,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1370.873675896691,1166.465318705939,204.4083571907522,38.0,160.0,0.07072029099162105,2.1430391209582136,0.7143170761419504,0.6748206685397825,0.5838971583220569,0.2558264465302022,4,4,263.88700782178176,32.0,76.8947009175563,1570.4122098774835,847.4450799496948,722.9671299277887,review_health_protocol,1,0,True,2890.3777731198893,1540.571353072901,231.23022184959115,1067.9945871677992,0.0,0.0,3.468453327743867,27.747626621950936,3242.8208069518773,,,land
2026-01-05,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2886.168495365372,2251.271712038485,1.0,6139.831941923143,41.25680250829799,15.238969655529166,0.2651326832534121,1212.1907680534562,0.0,0.0,95559.0,359.22979837240246,229.90707095833758,57.476767739584396,641.5110668506551,441.0,0,1,0.0,,0.42,2762.9243738654145,2148.9411796731,1227.9663883846285,2.817761575277357,212.57869586670446,212.57869586670446,12.0,53.04814797821596,120.58692805816139,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1412.73427742357,1168.1244160085141,244.60986141505578,38.0,160.0,0.08475245357568412,2.5682561689601244,0.7137944242575003,0.700043123897174,0.5838971583220568,0.2651326832534121,4,4,264.33907793147523,32.0,75.90180925378255,1568.1426830673863,737.399619749946,830.7430633174403,maintain_current_policy,1,0,True,2886.168495365372,1538.3278080297437,230.89347962922977,1066.4392590375053,0.0,0.0,3.4634021944384465,27.707217555507572,4073.5638702693177,,,land
2026-01-06,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2876.0625025527634,2265.4117291375574,1.0,6178.395624920615,41.52363920339015,15.185610013478591,0.2634901366989535,1207.9462510721605,0.0,0.0,95559.0,360.2034739261576,230.53022331274087,57.63255582818522,641.4698215823121,441.0,1,2,110.0,,0.42,2780.278031214277,2162.438468722215,1235.679124984123,2.8349232187627793,213.8734114391891,213.8734114391891,12.0,53.381338199314115,121.34432274115288,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1460.7344143624987,1174.1329431128254,286.6014712496733,38.0,160.0,0.09965064076155813,3.019716386713883,0.7138318133987644,0.6981763269784783,0.5838971583220568,0.2634901366989535,4,4,265.97627877733663,32.0,74.98176150400062,1562.6938096576298,847.2904750275699,715.4033346300599,review_health_protocol,1,0,True,2876.0625025527634,1532.9413138606228,230.08500020422107,1062.705094693246,0.0,0.0,3.451275003063316,27.61020002450653,4788.967204899378,,,land
2026-01-07,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2871.896933757235,2231.118221391421,1.0,6084.867876522054,40.902027757105216,15.1636158102382,0.26146626459505856,1206.1967121780385,0.0,0.0,95559.0,362.4658766620092,231.9781610636859,57.99454026592147,641.32588474952,441.0,0,2,0.0,,0.42,2738.1905444349245,2129.7037567827188,1216.9735753044108,2.7927565861763117,210.6922594769478,210.6922594769478,12.0,52.57325845315055,119.50742818536371,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1483.1004931417813,1159.8660302994017,323.23446284237957,38.0,160.0,0.11255085760320081,3.4106320485818427,0.7139186896638212,0.693876902119818,0.5838971583220569,0.26146626459505856,4,4,262.0888365938424,32.0,74.117317985195,1560.447849516223,737.2454868845782,823.2023626316447,maintain_current_policy,1,0,True,2871.896933757235,1530.7210656926063,229.7517547005788,1061.1659170232983,0.0,0.0,3.446276320508682,27.570210564069455,5612.169567531023,,,land
2026-01-08,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2871.3200268392147,2182.636458991793,1.0,5952.644888159439,40.01944005475335,15.160569741711054,0.2654318134546276,1205.9544112724702,0.0,0.0,95559.0,356.9789154226273,228.46650587048148,57.11662646762037,637.4367424875912,441.0,0,1,0.0,,0.42,2678.6901996717475,2083.4257108558036,1190.5289776318878,2.7332452801816927,206.20258372557933,206.20258372557933,12.0,51.43085183369755,116.91055515428792,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1496.2951506839438,1139.1227102137145,357.1724404702293,38.0,160.0,0.12439311436259831,3.7694883140181306,0.7137079903522288,0.7043971213831905,0.5838971583220569,0.2654318134546276,4,4,256.4367057803037,32.0,73.27429795955594,1560.1367971709667,737.2392562898635,822.8975408811032,maintain_current_policy,1,0,True,2871.3200268392147,1530.4135743053016,229.70560214713717,1060.95274991709,0.0,0.0,3.4455840322070572,27.564672257656458,6435.067108412126,,,land
2026-01-09,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2867.0771057128954,2267.060076128821,1.0,6182.891116714962,41.57318604955184,15.138167118164088,0.2709267732687078,1204.172384399416,0.0,0.0,95559.0,349.2218334386869,223.5019734007596,55.8754933501899,632.7236710524164,441.0,0,1,0.0,,0.42,2782.3010025217327,2164.0118908502363,1236.5782233429925,2.8367754675302774,214.0131495316062,214.0131495316062,12.0,53.42017924841727,121.43261466033222,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1579.7641179025984,1174.1004310474036,405.6636868551948,38.0,160.0,0.14149033036009925,4.287585768487856,0.7134101184040456,0.7198260732172087,0.5838971583220568,0.2709267732687078,4,4,265.96741990392474,32.0,72.53310689081134,1557.8491307799864,737.1934327416993,820.655698038287,maintain_current_policy,1,0,True,2867.0771057128954,1528.1520973449735,229.36616845703165,1059.3849905609152,0.0,0.0,3.4404925268554747,27.523940214843797,7255.7228064504125,,,land
2026-01-10,cow:ok/estimated|disease:ok/estimated|energy:ok/low|environment:ok/estimated|feed_crop:ok/estimated|farm_manager:ok/estimated|manure:ok/estimated|market:static_config/scenario|processor:ok/estimated|water:ok/estimated,12,"market,sensors,land,feed_crop,farm_manager_policy,disease,water_delivery,cow,dairy_processor,manure,energy,water,environment,farm_manager",100,2863.7197396369106,2246.1956503900533,1.0,6125.9881374274155,41.19569651293761,15.12044022528289,0.260532220790849,1202.7622906475024,0.0,0.0,95559.0,362.72961218061135,232.14695179559126,58.036737948897816,640.1551853093897,441.0,0,1,0.0,,0.42,2756.694661842337,2144.0958480995955,1225.197627485483,2.8111053368954386,212.07653326820045,212.07653326820045,12.0,52.92853750737287,120.31503432025974,,100.0,0.0,106229.0,106.229,106229.0,630.0,0.0065625,1576.5193285776566,1166.221729683713,410.2975988939436,38.0,160.0,0.14327435510360556,4.341647124351684,0.7139288171077354,0.6933791481571454,0.5838971583220568,0.260532220790849,4,4,263.82063479120245,32.0,72.42551479168867,1556.0389313193823,737.1571731880787,818.8817581313036,maintain_current_policy,1,0,True,2863.7197396369106,1526.3626212264735,229.09757917095286,1058.1444437958385,0.0,0.0,3.436463687564293,27.491709500514343,8074.604564581716,,,land
